Time_2 (s),f3_2 (Hz),D3_2 (ppm),f5_2 (Hz),D5_2 (ppm),f7_2 (Hz),D7_2 (ppm),f9_2 (Hz),D9_2 (ppm),f11_2 (Hz),D11_2 (ppm),f13_2 (Hz),D13_2 (ppm),Time_3 (s),f3_3 (Hz),D3_3 (ppm),f5_3 (Hz),D5_3 (ppm),f7_3 (Hz),D7_3 (ppm),f9_3 (Hz),D9_3 (ppm),f11_3 (Hz),D11_3 (ppm),f13_3 (Hz),D13_3 (ppm),Time_4 (s),f3_4 (Hz),D3_4 (ppm),f5_4 (Hz),D5_4 (ppm),f7_4 (Hz),D7_4 (ppm),f9_4 (Hz),D9_4 (ppm),f11_4 (Hz),D11_4 (ppm),f13_4 (Hz),D13_4 (ppm)
480621.45,14853886.73,8.21,24750880.63,6.89,34646828.13,6.03,44543775.56,5.44,54440538.22,6.34,64338022.13,6.87,480604.21,14855345.24,15.88,24754587.02,9.77,34652345.94,7.05,44550877.58,7.11,54449188.49,8.52,64348161.65,9.35,480616.16,14847632.90,15.98,24742013.00,10.43,34634971.35,7.58,44528762.56,7.66,54422350.49,9.56,64316657.68,9.93
480701.38,14853886.73,8.21,24750880.62,6.89,34646828.13,6.03,44543775.56,5.44,54440538.23,6.34,64338022.16,6.87,480685.02,14855350.77,15.44,24754589.40,8.91,34652341.96,6.50,44550873.29,6.68,54449173.97,7.80,64348107.41,9.25,480696.09,14847632.91,15.98,24742013.03,10.43,34634971.40,7.58,44528762.60,7.66,54422350.55,9.56,64316657.72,9.93
480791.26,14853886.73,8.21,24750880.62,6.89,34646828.14,6.03,44543775.57,5.44,54440538.25,6.34,64338022.17,6.87,480775.09,14855350.77,15.44,24754589.40,8.91,34652341.97,6.50,44550873.29,6.68,54449174.05,7.80,64348107.43,9.25,480785.96,14847632.92,15.98,24742013.03,10.43,34634971.40,7.58,44528762.61,7.66,54422350.55,9.56,64316657.74,9.93
480877.60,14853886.74,8.21,24750880.61,6.89,34646828.13,6.03,44543775.56,5.44,54440538.20,6.34,64338022.14,6.87,480859.60,14855345.25,15.88,24754587.03,9.77,34652345.95,7.05,44550877.60,7.11,54449188.44,8.51,64348161.65,9.35,480872.31,14847632.91,15.98,24742013.02,10.43,34634971.37,7.58,44528762.57,7.66,54422350.52,9.56,64316657.71,9.93
480944.90,14853886.74,8.21,24750880.61,6.89,34646828.12,6.03,44543775.56,5.44,54440538.24,6.34,64338022.15,6.87,480926.96,14855349.67,15.53,24754588.94,9.08,34652342.78,6.61,44550874.17,6.76,54449176.96,7.94,64348118.42,9.27,480939.60,14847632.92,15.98,24742013.04,10.43,34634971.40,7.58,44528762.60,7.66,54422350.57,9.56,64316657.75,9.93
481022.74,14853886.75,8.21,24750880.61,6.89,34646828.09,6.02,44543775.57,5.44,54440538.22,6.34,64338022.14,6.87,481003.58,14855349.68,15.53,24754588.93,9.08,34652342.77,6.61,44550874.17,6.76,54449176.95,7.94,64348118.28,9.27,481017.44,14847632.93,15.98,24742013.03,10.43,34634971.40,7.58,44528762.61,7.66,54422350.56,9.56,64316657.75,9.93
481099.14,14853886.75,8.21,24750880.60,6.89,34646828.09,6.02,44543775.57,5.44,54440538.24,6.34,64338022.16,6.87,481081.61,14855345.27,15.88,24754587.04,9.77,34652345.99,7.05,44550877.63,7.11,54449188.45,8.52,64348161.70,9.36,481093.85,14847632.93,15.98,24742013.04,10.43,34634971.40,7.58,44528762.59,7.66,54422350.55,9.56,64316657.74,9.93
481166.81,14853886.76,8.21,24750880.60,6.89,34646828.09,6.02,44543775.57,5.44,54440538.23,6.34,64338022.16,6.87,481148.38,14855349.68,15.53,24754588.94,9.08,34652342.79,6.61,44550874.19,6.76,54449176.99,7.94,64348118.44,9.27,481161.51,14847632.93,15.98,24742013.05,10.43,34634971.42,7.58,44528762.62,7.66,54422350.57,9.56,64316657.78,9.93
481235.93,14853886.77,8.21,24750880.59,6.89,34646828.08,6.03,44543775.57,5.44,54440538.25,6.34,64338022.18,6.87,481224.74,14855354.10,15.18,24754590.85,8.39,34652339.58,6.17,44550870.72,6.42,54449165.40,7.37,64348074.73,9.19,481230.63,14847632.93,15.98,24742013.06,10.43,34634971.46,7.58,44528762.68,7.66,54422350.64,9.56,64316657.84,9.93
481312.21,14853886.77,8.21,24750880.61,6.89,34646828.11,6.02,44543775.61,5.44,54440538.28,6.34,64338022.21,6.87,481294.73,14855345.28,15.88,24754587.07,9.77,34652346.02,7.05,44550877.68,7.11,54449188.50,8.52,64348161.74,9.35,481306.93,14847632.94,15.98,24742013.05,10.43,34634971.43,7.58,44528762.64,7.66,54422350.61,9.56,64316657.82,9.93
481382.72,14853886.76,8.21,24750880.61,6.89,34646828.12,6.03,44543775.61,5.44,54440538.28,6.34,64338022.21,6.87,481366.16,14855340.87,16.24,24754585.17,10.46,34652349.21,7.49,44550881.12,7.45,54449200.18,9.09,64348205.21,9.44,481377.42,14847632.94,15.98,24742013.04,10.43,34634971.41,7.58,44528762.62,7.66,54422350.57,9.56,64316657.78,9.93
481443.70,14853886.76,8.21,24750880.60,6.89,34646828.10,6.02,44543775.60,5.44,54440538.27,6.34,64338022.21,6.87,481425.76,14855349.70,15.53,24754588.97,9.08,34652342.82,6.61,44550874.23,6.76,54449177.03,7.94,64348118.49,9.27,481438.41,14847632.94,15.98,24742013.06,10.43,34634971.44,7.58,44528762.66,7.66,54422350.62,9.56,64316657.81,9.93
481521.61,14853886.77,8.22,24750880.59,6.90,34646828.07,6.02,44543775.59,5.44,54440538.26,6.34,64338022.19,6.87,481502.45,14855349.69,15.53,24754588.95,9.08,34652342.82,6.61,44550874.22,6.76,54449176.99,7.94,64348118.35,9.27,481516.31,14847632.94,15.98,24742013.05,10.43,34634971.44,7.58,44528762.66,7.66,54422350.62,9.56,64316657.82,9.93
481604.35,14853886.77,8.22,24750880.56,6.90,34646828.05,6.02,44543775.57,5.44,54440538.24,6.34,64338022.15,6.87,481581.48,14855345.27,15.88,24754587.07,9.77,34652346.01,7.05,44550877.69,7.11,54449188.52,8.51,64348162.10,9.35,481599.05,14847632.93,15.98,24742013.03,10.43,34634971.41,7.58,44528762.62,7.66,54422350.56,9.56,64316657.75,9.93
481678.01,14853886.78,8.22,24750880.58,6.90,34646828.08,6.02,44543775.60,5.44,54440538.27,6.34,64338022.19,6.87,481660.05,14855349.70,15.53,24754588.97,9.08,34652342.82,6.61,44550874.23,6.76,54449177.03,7.94,64348118.50,9.27,481672.71,14847632.95,15.98,24742013.06,10.43,34634971.45,7.58,44528762.67,7.66,54422350.61,9.56,64316657.83,9.93
481750.51,14853886.78,8.22,24750880.58,6.90,34646828.10,6.02,44543775.61,5.44,54440538.28,6.34,64338022.21,6.87,481738.29,14855347.50,15.71,24754588.02,9.42,34652344.42,6.83,44550875.95,6.94,54449182.74,8.23,64348139.86,9.31,481745.22,14847632.95,15.98,24742013.07,10.43,34634971.45,7.58,44528762.67,7.66,54422350.62,9.56,64316657.83,9.93
481832.78,14853886.79,8.22,24750880.57,6.90,34646828.09,6.02,44543775.60,5.44,54440538.26,6.34,64338022.20,6.87,481814.34,14855349.70,15.53,24754588.97,9.08,34652342.83,6.61,44550874.25,6.76,54449177.09,7.94,64348118.52,9.27,481827.48,14847632.95,15.98,24742013.07,10.43,34634971.45,7.58,44528762.68,7.66,54422350.63,9.56,64316657.83,9.93
481891.02,14853886.79,8.22,24750880.57,6.90,34646828.11,6.02,44543775.60,5.44,54440538.26,6.34,64338022.21,6.87,481875.06,14855349.70,15.53,24754588.98,9.08,34652342.83,6.61,44550874.23,6.76,54449177.01,7.94,64348118.42,9.28,481885.73,14847632.95,15.98,24742013.07,10.43,34634971.46,7.58,44528762.66,7.66,54422350.64,9.56,64316657.84,9.93
481968.37,14853886.79,8.22,24750880.57,6.90,34646828.11,6.02,44543775.61,5.44,54440538.28,6.34,64338022.21,6.87,481949.20,14855349.70,15.53,24754588.98,9.08,34652342.85,6.61,44550874.28,6.76,54449177.05,7.94,64348118.42,9.27,481963.08,14847632.95,15.98,24742013.07,10.43,34634971.46,7.58,44528762.67,7.66,54422350.63,9.56,64316657.84,9.93
482034.21,14853886.80,8.22,24750880.56,6.90,34646828.09,6.02,44543775.60,5.44,54440538.27,6.34,64338022.21,6.87,482017.73,14855349.71,15.53,24754588.98,9.08,34652342.85,6.61,44550874.26,6.76,54449177.04,7.94,64348118.57,9.28,482028.91,14847632.96,15.98,24742013.07,10.43,34634971.46,7.58,44528762.68,7.66,54422350.63,9.56,64316657.86,9.93
482110.45,14853886.80,8.22,24750880.57,6.90,34646828.12,6.02,44543775.63,5.44,54440538.29,6.34,64338022.24,6.87,482092.43,14855345.30,15.88,24754587.09,9.77,34652346.05,7.05,44550877.73,7.11,54449188.60,8.51,64348161.82,9.35,482105.15,14847632.96,15.98,24742013.07,10.43,34634971.45,7.58,44528762.65,7.66,54422350.63,9.56,64316657.84,9.93
482174.66,14853886.80,8.22,24750880.57,6.90,34646828.11,6.02,44543775.63,5.44,54440538.30,6.34,64338022.25,6.87,482157.42,14855345.30,15.88,24754587.09,9.77,34652346.06,7.05,44550877.72,7.11,54449188.67,8.51,64348161.87,9.35,482169.36,14847632.96,15.98,24742013.07,10.43,34634971.45,7.58,44528762.68,7.66,54422350.63,9.56,64316657.85,9.93
482252.33,14853886.80,8.22,24750880.56,6.90,34646828.11,6.02,44543775.63,5.44,54440538.30,6.34,64338022.26,6.87,482234.32,14855345.30,15.88,24754587.10,9.77,34652346.07,7.05,44550877.74,7.11,54449188.61,8.52,64348161.84,9.35,482247.04,14847632.97,15.98,24742013.08,10.43,34634971.46,7.58,44528762.68,7.66,54422350.66,9.56,64316657.88,9.93
482319.01,14853886.81,8.22,24750880.56,6.90,34646828.10,6.02,44543775.63,5.44,54440538.31,6.34,64338022.25,6.87,482307.01,14855347.51,15.71,24754588.04,9.42,34652344.46,6.83,44550876.00,6.94,54449182.90,8.23,64348139.98,9.31,482313.71,14847632.97,15.98,24742013.09,10.43,34634971.48,7.58,44528762.71,7.66,54422350.67,9.56,64316657.88,9.93
482392.78,14853886.81,8.22,24750880.55,6.90,34646828.09,6.02,44543775.63,5.44,54440538.31,6.34,64338022.27,6.87,482375.55,14855349.72,15.53,24754589.00,9.08,34652342.88,6.61,44550874.31,6.76,54449177.02,7.94,64348118.49,9.27,482387.49,14847632.97,15.98,24742013.10,10.43,34634971.50,7.58,44528762.74,7.66,54422350.71,9.56,64316657.93,9.93
482465.24,14853886.81,8.22,24750880.55,6.90,34646828.07,6.02,44543775.61,5.44,54440538.28,6.34,64338022.24,6.87,482449.83,14855350.82,15.44,24754589.47,8.91,34652342.07,6.50,44550873.43,6.68,54449174.16,7.80,64348107.65,9.25,482459.96,14847632.97,15.98,24742013.10,10.43,34634971.50,7.58,44528762.73,7.66,54422350.71,9.56,64316657.94,9.93
482547.31,14853886.82,8.22,24750880.55,6.90,34646828.11,6.02,44543775.63,5.44,54440538.31,6.34,64338022.28,6.87,482529.42,14855349.73,15.53,24754589.01,9.08,34652342.89,6.61,44550874.32,6.76,54449177.13,7.94,64348118.66,9.27,482542.04,14847632.98,15.98,24742013.11,10.43,34634971.52,7.58,44528762.75,7.66,54422350.73,9.56,64316657.95,9.93
482626.28,14853886.83,8.22,24750880.56,6.90,34646828.08,6.02,44543775.64,5.44,54440538.33,6.34,64338022.28,6.87,482609.90,14855350.84,15.44,24754589.49,8.91,34652342.10,6.50,44550873.47,6.68,54449174.17,7.80,64348107.68,9.25,482620.98,14847632.99,15.98,24742013.13,10.43,34634971.55,7.58,44528762.79,7.66,54422350.78,9.56,64316657.99,9.93
482708.89,14853886.83,8.22,24750880.56,6.90,34646828.10,6.02,44543775.66,5.44,54440538.34,6.34,64338022.29,6.87,482690.97,14855349.74,15.53,24754589.03,9.08,34652342.91,6.61,44550874.34,6.76,54449177.16,7.94,64348118.65,9.27,482703.62,14847633.00,15.98,24742013.14,10.43,34634971.55,7.58,44528762.80,7.66,54422350.80,9.56,64316658.03,9.93
482783.15,14853886.83,8.22,24750880.55,6.90,34646828.09,6.02,44543775.66,5.44,54440538.34,6.34,64338022.29,6.87,482770.78,14855350.85,15.44,24754589.50,8.91,34652342.11,6.50,44550873.47,6.68,54449174.17,7.80,64348107.45,9.25,482777.85,14847633.00,15.98,24742013.15,10.43,34634971.57,7.58,44528762.82,7.66,54422350.81,9.56,64316658.05,9.93
482849.50,14853886.83,8.22,24750880.55,6.90,34646828.06,6.02,44543775.65,5.44,54440538.33,6.34,64338022.28,6.87,482833.07,14855349.75,15.53,24754589.04,9.08,34652342.92,6.61,44550874.37,6.76,54449177.16,7.94,64348118.59,9.28,482844.21,14847633.01,15.98,24742013.16,10.43,34634971.58,7.58,44528762.85,7.66,54422350.83,9.56,64316658.06,9.93
482920.25,14853886.83,8.22,24750880.53,6.90,34646828.04,6.02,44543775.63,5.44,54440538.30,6.34,64338022.24,6.87,482902.53,14855345.33,15.88,24754587.12,9.77,34652346.10,7.05,44550877.79,7.11,54449188.74,8.51,64348161.93,9.35,482914.96,14847633.00,15.98,24742013.14,10.43,34634971.55,7.58,44528762.78,7.66,54422350.78,9.56,64316658.02,9.93
482997.57,14853886.84,8.22,24750880.53,6.90,34646828.06,6.02,44543775.66,5.44,54440538.33,6.34,64338022.27,6.87,482981.49,14855344.23,15.97,24754586.66,9.94,34652346.92,7.16,44550878.67,7.19,54449191.59,8.66,64348172.75,9.38,482992.27,14847633.01,15.98,24742013.15,10.43,34634971.55,7.58,44528762.80,7.66,54422350.79,9.56,64316658.04,9.93
483084.95,14853886.84,8.22,24750880.53,6.90,34646828.05,6.01,44543775.65,5.44,54440538.33,6.34,64338022.28,6.87,483072.65,14855354.17,15.18,24754590.92,8.39,34652339.72,6.17,44550870.90,6.42,54449165.64,7.37,64348074.97,9.19,483079.63,14847633.02,15.98,24742013.17,10.43,34634971.61,7.58,44528762.86,7.66,54422350.88,9.56,64316658.10,9.93
483156.69,14853886.85,8.22,24750880.52,6.90,34646828.02,6.01,44543775.64,5.44,54440538.32,6.34,64338022.27,6.87,483142.03,14855350.86,15.44,24754589.51,8.91,34652342.13,6.50,44550873.50,6.68,54449174.28,7.80,64348107.69,9.25,483151.40,14847633.01,15.98,24742013.17,10.43,34634971.60,7.58,44528762.85,7.66,54422350.86,9.56,64316658.09,9.93
483242.23,14853886.85,8.22,24750880.52,6.90,34646828.05,6.01,44543775.65,5.44,54440538.33,6.34,64338022.29,6.87,483226.17,14855344.24,15.97,24754586.66,9.94,34652346.93,7.16,44550878.68,7.19,54449191.60,8.66,64348172.76,9.38,483236.94,14847633.01,15.98,24742013.15,10.43,34634971.56,7.58,44528762.82,7.66,54422350.81,9.56,64316658.06,9.93
483329.59,14853886.87,8.22,24750880.52,6.90,34646828.05,6.01,44543775.66,5.45,54440538.33,6.34,64338022.28,6.87,483317.31,14855354.18,15.18,24754590.93,8.39,34652339.73,6.17,44550870.91,6.42,54449165.65,7.37,64348074.98,9.19,483324.30,14847633.02,15.98,24742013.18,10.43,34634971.62,7.58,44528762.87,7.66,54422350.89,9.56,64316658.13,9.93
483412.62,14853886.87,8.22,24750880.52,6.90,34646828.08,6.01,44543775.67,5.45,54440538.35,6.34,64338022.31,6.87,483389.75,14855345.35,15.88,24754587.16,9.77,34652346.16,7.05,44550877.87,7.11,54449188.73,8.51,64348162.36,9.35,483407.32,14847633.02,15.98,24742013.17,10.43,34634971.59,7.58,44528762.85,7.66,54422350.83,9.56,64316658.10,9.93
483485.32,14853886.87,8.22,24750880.52,6.90,34646828.07,6.01,44543775.68,5.45,54440538.36,6.34,64338022.31,6.87,483473.47,14855344.25,15.97,24754586.67,9.94,34652346.94,7.16,44550878.69,7.19,54449191.71,8.66,64348172.57,9.37,483480.02,14847633.02,15.98,24742013.17,10.43,34634971.58,7.58,44528762.81,7.66,54422350.82,9.56,64316658.07,9.93
483564.42,14853886.87,8.22,24750880.51,6.90,34646828.04,6.01,44543775.67,5.45,54440538.35,6.34,64338022.30,6.87,483546.89,14855345.35,15.88,24754587.16,9.77,34652346.17,7.05,44550877.86,7.11,54449188.70,8.52,64348162.00,9.35,483559.12,14847633.02,15.98,24742013.17,10.43,34634971.58,7.58,44528762.83,7.66,54422350.82,9.56,64316658.08,9.93
483627.79,14853886.86,8.22,24750880.50,6.90,34646828.04,6.01,44543775.66,5.45,54440538.34,6.34,64338022.30,6.87,483616.60,14855354.18,15.18,24754590.94,8.39,34652339.74,6.17,44550870.92,6.42,54449165.56,7.37,64348074.98,9.19,483622.49,14847633.02,15.98,24742013.18,10.43,34634971.61,7.58,44528762.89,7.66,54422350.87,9.56,64316658.12,9.93
483695.21,14853886.87,8.22,24750880.49,6.90,34646828.02,6.01,44543775.65,5.45,54440538.33,6.34,64338022.28,6.87,483684.43,14855354.17,15.18,24754590.94,8.39,34652339.73,6.17,44550870.92,6.42,54449165.56,7.37,64348074.88,9.19,483689.93,14847633.02,15.98,24742013.17,10.43,34634971.61,7.58,44528762.88,7.66,54422350.87,9.56,64316658.12,9.93
483774.28,14853886.87,8.22,24750880.49,6.90,34646828.03,6.01,44543775.67,5.45,54440538.35,6.34,64338022.29,6.87,483755.92,14855349.76,15.53,24754589.05,9.08,34652342.96,6.61,44550874.41,6.76,54449177.28,7.94,64348118.74,9.27,483768.98,14847633.02,15.98,24742013.17,10.43,34634971.59,7.58,44528762.85,7.66,54422350.84,9.56,64316658.10,9.93
483835.77,14853886.87,8.22,24750880.49,6.90,34646828.01,6.01,44543775.66,5.45,54440538.34,6.34,64338022.30,6.87,483824.98,14855354.18,15.18,24754590.95,8.39,34652339.75,6.17,44550870.93,6.42,54449165.65,7.37,64348074.94,9.19,483830.48,14847633.02,15.98,24742013.19,10.43,34634971.63,7.58,44528762.90,7.66,54422350.90,9.56,64316658.14,9.93
483918.41,14853886.87,8.22,24750880.49,6.90,34646828.00,6.01,44543775.66,5.45,54440538.35,6.34,64338022.30,6.87,483895.54,14855345.34,15.88,24754587.17,9.77,34652346.17,7.05,44550877.89,7.11,54449188.76,8.51,64348162.36,9.35,483913.11,14847633.02,15.98,24742013.17,10.43,34634971.58,7.58,44528762.83,7.66,54422350.83,9.56,64316658.08,9.93
483997.42,14853886.88,8.22,24750880.48,6.91,34646828.01,6.01,44543775.67,5.45,54440538.35,6.34,64338022.29,6.87,483978.72,14855349.76,15.53,24754589.06,9.08,34652342.97,6.61,44550874.42,6.76,54449177.18,7.94,64348118.62,9.27,483992.13,14847633.03,15.98,24742013.17,10.43,34634971.59,7.58,44528762.85,7.66,54422350.84,9.56,64316658.11,9.93
484065.66,14853886.88,8.22,24750880.47,6.91,34646828.02,6.01,44543775.66,5.45,54440538.34,6.34,64338022.30,6.87,484054.47,14855354.18,15.18,24754590.95,8.39,34652339.75,6.17,44550870.94,6.42,54449165.59,7.37,64348075.01,9.19,484060.36,14847633.03,15.98,24742013.18,10.43,34634971.62,7.58,44528762.90,7.66,54422350.88,9.56,64316658.13,9.93
484145.00,14853886.88,8.22,24750880.47,6.91,34646828.00,6.01,44543775.66,5.45,54440538.34,6.34,64338022.29,6.87,484126.58,14855349.76,15.53,24754589.06,9.08,34652342.97,6.61,44550874.42,6.76,54449177.30,7.94,64348118.77,9.27,484139.70,14847633.02,15.98,24742013.17,10.43,34634971.59,7.58,44528762.85,7.66,54422350.84,9.56,64316658.09,9.93
484209.65,14853886.89,8.22,24750880.46,6.91,34646827.98,6.01,44543775.65,5.45,54440538.33,6.34,64338022.30,6.87,484192.42,14855349.77,15.53,24754589.06,9.08,34652342.97,6.61,44550874.42,6.76,54449177.15,7.94,64348118.64,9.27,484204.35,14847633.02,15.98,24742013.16,10.43,34634971.59,7.58,44528762.84,7.66,54422350.83,9.56,64316658.09,9.93
484282.13,14853886.89,8.22,24750880.46,6.91,34646827.99,6.01,44543775.66,5.45,54440538.34,6.34,64338022.30,6.87,484266.72,14855350.87,15.44,24754589.54,8.91,34652342.16,6.50,44550873.55,6.68,54449174.31,7.80,64348107.82,9.26,484276.85,14847633.02,15.98,24742013.17,10.43,34634971.59,7.58,44528762.85,7.66,54422350.85,9.56,64316658.09,9.93
484364.34,14853886.89,8.22,24750880.46,6.91,34646828.00,6.01,44543775.67,5.45,54440538.34,6.34,64338022.30,6.87,484346.40,14855349.77,15.53,24754589.06,9.08,34652342.97,6.61,44550874.42,6.76,54449177.25,7.94,64348118.76,9.27,484359.04,14847633.02,15.98,24742013.16,10.43,34634971.58,7.58,44528762.85,7.66,54422350.85,9.56,64316658.08,9.93
484436.23,14853886.89,8.22,24750880.45,6.91,34646828.01,6.01,44543775.66,5.45,54440538.35,6.34,64338022.30,6.87,484418.00,14855349.76,15.53,24754589.06,9.08,34652342.97,6.61,44550874.43,6.76,54449177.18,7.94,64348118.77,9.27,484430.93,14847633.02,15.98,24742013.16,10.43,34634971.58,7.58,44528762.82,7.66,54422350.83,9.56,64316658.04,9.93
484514.51,14853886.89,8.22,24750880.45,6.91,34646827.99,6.01,44543775.66,5.45,54440538.34,6.34,64338022.31,6.87,484495.83,14855349.76,15.53,24754589.05,9.08,34652342.97,6.61,44550874.42,6.76,54449177.18,7.94,64348118.64,9.27,484509.22,14847633.01,15.98,24742013.15,10.43,34634971.56,7.58,44528762.79,7.66,54422350.79,9.56,64316658.03,9.93
484582.81,14853886.88,8.22,24750880.43,6.91,34646827.96,6.01,44543775.64,5.45,54440538.31,6.34,64338022.27,6.87,484571.62,14855354.17,15.18,24754590.94,8.39,34652339.74,6.17,44550870.92,6.42,54449165.55,7.37,64348074.99,9.19,484577.52,14847633.00,15.98,24742013.15,10.43,34634971.57,7.58,44528762.82,7.66,54422350.80,9.56,64316658.03,9.93
484650.23,14853886.88,8.22,24750880.43,6.91,34646827.96,6.01,44543775.64,5.45,54440538.32,6.34,64338022.27,6.87,484639.44,14855354.17,15.18,24754590.95,8.39,34652339.74,6.17,44550870.93,6.42,54449165.57,7.37,64348074.90,9.19,484644.93,14847633.00,15.98,24742013.15,10.43,34634971.57,7.58,44528762.82,7.66,54422350.80,9.56,64316658.02,9.93
484714.93,14853886.90,8.22,24750880.43,6.91,34646827.96,6.01,44543775.66,5.45,54440538.34,6.34,64338022.29,6.87,484698.48,14855349.76,15.53,24754589.07,9.08,34652342.97,6.61,44550874.42,6.76,54449177.21,7.94,64348118.66,9.28,484709.63,14847633.01,15.98,24742013.15,10.43,34634971.56,7.58,44528762.82,7.66,54422350.80,9.56,64316658.04,9.93
484794.65,14853886.88,8.22,24750880.42,6.91,34646827.96,6.01,44543775.65,5.45,54440538.33,6.34,64338022.28,6.87,484778.48,14855350.86,15.44,24754589.53,8.91,34652342.16,6.50,44550873.55,6.68,54449174.35,7.80,64348107.81,9.25,484789.35,14847633.01,15.98,24742013.13,10.43,34634971.54,7.58,44528762.78,7.66,54422350.75,9.56,64316657.99,9.93
484882.22,14853886.88,8.22,24750880.42,6.91,34646827.98,6.01,44543775.67,5.45,54440538.34,6.34,64338022.28,6.87,484863.05,14855349.75,15.53,24754589.05,9.08,34652342.97,6.61,44550874.43,6.76,54449177.22,7.94,64348118.63,9.27,484876.92,14847633.00,15.98,24742013.12,10.43,34634971.51,7.58,44528762.75,7.66,54422350.72,9.56,64316657.97,9.93
484960.01,14853886.87,8.22,24750880.41,6.91,34646827.96,6.01,44543775.64,5.45,54440538.31,6.34,64338022.30,6.87,484942.13,14855349.74,15.53,24754589.05,9.08,34652342.95,6.61,44550874.40,6.76,54449177.21,7.94,64348118.74,9.27,484954.72,14847632.99,15.98,24742013.11,10.43,34634971.50,7.58,44528762.72,7.66,54422350.69,9.56,64316657.91,9.93
485033.39,14853886.87,8.22,24750880.40,6.91,34646827.97,6.01,44543775.63,5.45,54440538.31,6.34,64338022.25,6.87,485014.96,14855349.74,15.53,24754589.05,9.08,34652342.94,6.61,44550874.39,6.76,54449177.24,7.94,64348118.71,9.27,485028.09,14847632.98,15.98,24742013.09,10.43,34634971.48,7.58,44528762.72,7.66,54422350.66,9.56,64316657.87,9.93
485097.08,14853886.87,8.22,24750880.39,6.91,34646827.95,6.01,44543775.62,5.45,54440538.29,6.34,64338022.24,6.87,485080.81,14855345.32,15.88,24754587.15,9.77,34652346.12,7.05,44550877.82,7.11,54449188.73,8.52,64348161.98,9.36,485091.78,14847632.98,15.98,24742013.08,10.43,34634971.46,7.58,44528762.67,7.66,54422350.64,9.56,64316657.85,9.93
485163.78,14853886.87,8.22,24750880.39,6.91,34646827.93,6.01,44543775.62,5.45,54440538.30,6.34,64338022.25,6.87,485145.57,14855349.73,15.53,24754589.04,9.08,34652342.94,6.61,44550874.38,6.76,54449177.10,7.94,64348118.70,9.27,485158.50,14847632.98,15.98,24742013.08,10.43,34634971.46,7.58,44528762.69,7.66,54422350.64,9.56,64316657.85,9.93
485241.09,14853886.87,8.22,24750880.39,6.91,34646827.93,6.01,44543775.63,5.45,54440538.30,6.34,64338022.25,6.87,485223.36,14855345.31,15.88,24754587.14,9.77,34652346.13,7.05,44550877.82,7.11,54449188.75,8.51,64348161.97,9.35,485235.79,14847632.97,15.98,24742013.06,10.43,34634971.42,7.58,44528762.64,7.66,54422350.57,9.56,64316657.79,9.93
485307.82,14853886.87,8.22,24750880.38,6.91,34646827.93,6.01,44543775.61,5.45,54440538.29,6.34,64338022.22,6.87,485289.59,14855349.72,15.53,24754589.03,9.08,34652342.92,6.61,44550874.36,6.76,54449177.10,7.94,64348118.68,9.27,485302.53,14847632.96,15.98,24742013.06,10.43,34634971.43,7.58,44528762.64,7.66,54422350.59,9.56,64316657.80,9.93
485383.49,14853886.86,8.22,24750880.36,6.91,34646827.93,6.01,44543775.59,5.45,54440538.26,6.34,64338022.18,6.87,485370.98,14855350.81,15.44,24754589.48,8.91,34652342.09,6.50,44550873.45,6.68,54449174.26,7.80,64348107.44,9.25,485378.20,14847632.95,15.98,24742013.04,10.43,34634971.41,7.58,44528762.61,7.66,54422350.55,9.56,64316657.74,9.93
485449.53,14853886.86,8.22,24750880.35,6.91,34646827.88,6.01,44543775.58,5.45,54440538.25,6.34,64338022.18,6.87,485433.58,14855349.70,15.53,24754589.02,9.08,34652342.89,6.61,44550874.33,6.76,54449177.10,7.94,64348118.54,9.27,485444.24,14847632.95,15.98,24742013.03,10.43,34634971.40,7.58,44528762.61,7.66,54422350.54,9.56,64316657.72,9.93
485523.31,14853886.86,8.22,24750880.35,6.91,34646827.88,6.01,44543775.58,5.45,54440538.25,6.34,64338022.17,6.87,485510.94,14855350.81,15.44,24754589.47,8.91,34652342.08,6.50,44550873.44,6.68,54449174.12,7.80,64348107.39,9.25,485518.01,14847632.94,15.98,24742013.02,10.43,34634971.38,7.58,44528762.57,7.66,54422350.51,9.56,64316657.68,9.93
485604.37,14853886.85,8.22,24750880.34,6.91,34646827.90,6.01,44543775.58,5.45,54440538.25,6.34,64338022.16,6.87,485585.94,14855349.70,15.53,24754589.01,9.08,34652342.89,6.61,44550874.32,6.76,54449177.17,7.94,64348118.63,9.27,485599.07,14847632.94,15.98,24742013.01,10.43,34634971.37,7.58,44528762.56,7.66,54422350.49,9.56,64316657.67,9.93
485673.30,14853886.85,8.22,24750880.34,6.91,34646827.93,6.01,44543775.59,5.45,54440538.26,6.34,64338022.18,6.87,485657.22,14855340.86,16.24,24754585.21,10.45,34652349.28,7.49,44550881.22,7.45,54449200.21,9.09,64348205.32,9.44,485668.00,14847632.93,15.98,24742012.99,10.43,34634971.32,7.58,44528762.51,7.66,54422350.42,9.56,64316657.60,9.93
